WallU,RoofU,RoofAbp,WinU,WinSHGC,LPD,COP,c0: Heating,c1: Cooling,c2: Interior Lighting,c4: Fans
1,3.4,0.3,1.5,0.8,7,2.5,15.73,149877.18,108845.46,3433.55
1,3.4,0.3,1.5,0.8,7,4,9.83,93673.24,108845.46,3433.55
1,3.4,0.3,1.5,0.8,7,5.5,7.15,68125.99,108845.46,3433.55
1,3.4,0.3,1.5,0.8,11,2.5,9.91,162316.52,171042.86,3711.21
1,3.4,0.3,1.5,0.8,11,4,6.19,101447.83,171042.86,3711.21
1,3.4,0.3,1.5,0.8,11,5.5,4.5,73780.24,171042.86,3711.21
1,3.4,0.3,1.5,0.8,15,2.5,6.73,174566.04,233240.27,3986.8
1,3.4,0.3,1.5,0.8,15,4,4.21,109103.77,233240.27,3986.8
1,3.4,0.3,1.5,0.8,15,5.5,3.06,79348.2,233240.27,3986.8
1,3.4,0.3,2.5,0.05,3,2.5,237.22,46559.49,46648.05,1092.67
1,3.4,0.3,2.5,0.05,3,4,148.26,29099.68,46648.05,1092.67
1,3.4,0.3,2.5,0.05,3,5.5,107.83,21163.41,46648.05,1092.67
1,3.4,0.3,2.5,0.05,7,2.5,163.04,57829.05,108845.46,1358.64
1,3.4,0.3,2.5,0.05,7,4,101.9,36143.16,108845.46,1358.64
1,3.4,0.3,2.5,0.05,7,5.5,74.11,26285.93,108845.46,1358.64
1,3.4,0.3,2.5,0.05,11,2.5,118.45,69310.11,171042.86,1624.77
1,3.4,0.3,2.5,0.05,11,4,74.03,43318.82,171042.86,1624.77
1,3.4,0.3,2.5,0.05,11,5.5,53.84,31504.59,171042.86,1624.77
1,3.4,0.3,2.5,0.05,15,2.5,90.64,80942.91,233240.27,1888.66
1,3.4,0.3,2.5,0.05,15,4,56.65,50589.32,233240.27,1888.66
1,3.4,0.3,2.5,0.05,15,5.5,41.2,36792.23,233240.27,1888.66
1,3.4,0.3,2.5,0.2,3,2.5,120.54,61385.53,46648.05,1443.88
1,3.4,0.3,2.5,0.2,3,4,75.34,38365.96,46648.05,1443.88
1,3.4,0.3,2.5,0.2,3,5.5,54.79,27902.52,46648.05,1443.88
1,3.4,0.3,2.5,0.2,7,2.5,85.42,72899.49,108845.46,1709.14
1,3.4,0.3,2.5,0.2,7,4,53.39,45562.18,108845.46,1709.14
1,3.4,0.3,2.5,0.2,7,5.5,38.83,33136.13,108845.46,1709.14
1,3.4,0.3,2.5,0.2,11,2.5,61.37,84592.91,171042.86,1974.05
1,3.4,0.3,2.5,0.2,11,4,38.36,52870.57,171042.86,1974.05
1,3.4,0.3,2.5,0.2,11,5.5,27.9,38451.32,171042.86,1974.05
1,3.4,0.3,2.5,0.2,15,2.5,45.7,96409.14,233240.27,2238.2
1,3.4,0.3,2.5,0.2,15,4,28.56,60255.71,233240.27,2238.2
1,3.4,0.3,2.5,0.2,15,5.5,20.77,43822.34,233240.27,2238.2
1,3.4,0.3,2.5,0.35,3,2.5,91.97,72781.83,46648.05,1710.71
1,3.4,0.3,2.5,0.35,3,4,57.48,45488.64,46648.05,1710.71
1,3.4,0.3,2.5,0.35,3,5.5,41.81,33082.65,46648.05,1710.71
1,3.4,0.3,2.5,0.35,7,2.5,64.74,84455.99,108845.46,1977.22
1,3.4,0.3,2.5,0.35,7,4,40.46,52784.99,108845.46,1977.22
1,3.4,0.3,2.5,0.35,7,5.5,29.43,38389.09,108845.46,1977.22
1,3.4,0.3,2.5,0.35,11,2.5,46.34,96322.02,171042.86,2243.99
1,3.4,0.3,2.5,0.35,11,4,28.96,60201.26,171042.86,2243.99
1,3.4,0.3,2.5,0.35,11,5.5,21.06,43782.74,171042.86,2243.99
1,3.4,0.3,2.5,0.35,15,2.5,34.15,108229.64,233240.27,2509.52
1,3.4,0.3,2.5,0.35,15,4,21.34,67643.53,233240.27,2509.52
1,3.4,0.3,2.5,0.35,15,5.5,15.52,49195.29,233240.27,2509.52
1,3.4,0.3,2.5,0.5,3,2.5,63.48,90945.89,46648.05,2127.27
1,3.4,0.3,2.5,0.5,3,4,39.68,56841.18,46648.05,2127.27
1,3.4,0.3,2.5,0.5,3,5.5,28.85,41339.04,46648.05,2127.27
1,3.4,0.3,2.5,0.5,7,2.5,43.53,102852.64,108845.46,2396.56
1,3.4,0.3,2.5,0.5,7,4,27.21,64282.9,108845.46,2396.56
1,3.4,0.3,2.5,0.5,7,5.5,19.79,46751.2,108845.46,2396.56
1,3.4,0.3,2.5,0.5,11,2.5,30.24,114912.09,171042.86,2666.1
1,3.4,0.3,2.5,0.5,11,4,18.9,71820.06,171042.86,2666.1
1,3.4,0.3,2.5,0.5,11,5.5,13.74,52232.77,171042.86,2666.1
1,3.4,0.3,2.5,0.5,15,2.5,21.62,126920,233240.27,2933.9
1,3.4,0.3,2.5,0.5,15,4,13.51,79325,233240.27,2933.9
1,3.4,0.3,2.5,0.5,15,5.5,9.83,57690.91,233240.27,2933.9
1,3.4,0.3,2.5,0.65,3,2.5,47.74,109566.9,46648.05,2553.49
1,3.4,0.3,2.5,0.65,3,4,29.84,68479.31,46648.05,2553.49
1,3.4,0.3,2.5,0.65,3,5.5,21.7,49803.14,46648.05,2553.49
1,3.4,0.3,2.5,0.65,7,2.5,32.03,121621.47,108845.46,2824.73
1,3.4,0.3,2.5,0.65,7,4,20.02,76013.42,108845.46,2824.73
1,3.4,0.3,2.5,0.65,7,5.5,14.56,55282.49,108845.46,2824.73
1,3.4,0.3,2.5,0.65,11,2.5,21.86,133772.42,171042.86,3096.3
1,3.4,0.3,2.5,0.65,11,4,13.66,83607.76,171042.86,3096.3
1,3.4,0.3,2.5,0.65,11,5.5,9.94,60805.65,171042.86,3096.3
1,3.4,0.3,2.5,0.65,15,2.5,15.94,145810.72,233240.27,3365.85
1,3.4,0.3,2.5,0.65,15,4,9.96,91131.7,233240.27,3365.85
1,3.4,0.3,2.5,0.65,15,5.5,7.24,66277.6,233240.27,3365.85
1,3.4,0.3,2.5,0.8,3,2.5,34.27,134801.12,46648.05,3126.83
1,3.4,0.3,2.5,0.8,3,4,21.42,84250.7,46648.05,3126.83
1,3.4,0.3,2.5,0.8,3,5.5,15.58,61273.24,46648.05,3126.83
1,3.4,0.3,2.5,0.8,7,2.5,22.6,147001.05,108845.46,3401.15
1,3.4,0.3,2.5,0.8,7,4,14.12,91875.66,108845.46,3401.15
1,3.4,0.3,2.5,0.8,7,5.5,10.27,66818.66,108845.46,3401.15
1,3.4,0.3,2.5,0.8,11,2.5,15.04,159254.47,171042.86,3675.78
1,3.4,0.3,2.5,0.8,11,4,9.4,99534.05,171042.86,3675.78
1,3.4,0.3,2.5,0.8,11,5.5,6.84,72388.4,171042.86,3675.78
1,3.4,0.3,2.5,0.8,15,2.5,10.51,171308.14,233240.27,3947.71
1,3.4,0.3,2.5,0.8,15,4,6.57,107067.59,233240.27,3947.71
1,3.4,0.3,2.5,0.8,15,5.5,4.78,77867.34,233240.27,3947.71
1,3.4,0.3,3.5,0.05,3,2.5,296.92,46575.41,46648.05,1103.27
1,3.4,0.3,3.5,0.05,3,4,185.58,29109.63,46648.05,1103.27
1,3.4,0.3,3.5,0.05,3,5.5,134.96,21170.64,46648.05,1103.27
1,3.4,0.3,3.5,0.05,7,2.5,209.65,57697.91,108845.46,1366.19
1,3.4,0.3,3.5,0.05,7,4,131.03,36061.2,108845.46,1366.19
1,3.4,0.3,3.5,0.05,7,5.5,95.3,26226.32,108845.46,1366.19
1,3.4,0.3,3.5,0.05,11,2.5,154.76,69014.43,171042.86,1629.79
1,3.4,0.3,3.5,0.05,11,4,96.72,43134.02,171042.86,1629.79
1,3.4,0.3,3.5,0.05,11,5.5,70.35,31370.19,171042.86,1629.79
1,3.4,0.3,3.5,0.05,15,2.5,120.09,80466.64,233240.27,1892.2
1,3.4,0.3,3.5,0.05,15,4,75.06,50291.65,233240.27,1892.2
1,3.4,0.3,3.5,0.05,15,5.5,54.59,36575.75,233240.27,1892.2
1,3.4,0.3,3.5,0.2,3,2.5,150.22,61512.42,46648.05,1462.38
1,3.4,0.3,3.5,0.2,3,4,93.89,38445.26,46648.05,1462.38
1,3.4,0.3,3.5,0.2,3,5.5,68.28,27960.19,46648.05,1462.38
1,3.4,0.3,3.5,0.2,7,2.5,107.76,72846.01,108845.46,1725.18
1,3.4,0.3,3.5,0.2,7,4,67.35,45528.76,108845.46,1725.18
1,3.4,0.3,3.5,0.2,7,5.5,48.98,33111.82,108845.46,1725.18
1,3.4,0.3,3.5,0.2,11,2.5,79.62,84366.72,171042.86,1988.83
1,3.4,0.3,3.5,0.2,11,4,49.76,52729.2,171042.86,1988.83
1,3.4,0.3,3.5,0.2,11,5.5,36.19,38348.51,171042.86,1988.83
1,3.4,0.3,3.5,0.2,15,2.5,60.31,95997.72,233240.27,2251.66
1,3.4,0.3,3.5,0.2,15,4,37.7,59998.57,233240.27,2251.66
1,3.4,0.3,3.5,0.2,15,5.5,27.41,43635.33,233240.27,2251.66
1,3.4,0.3,3.5,0.35,3,2.5,114.48,72774.24,46648.05,1728.32
1,3.4,0.3,3.5,0.35,3,4,71.55,45483.9,46648.05,1728.32
1,3.4,0.3,3.5,0.35,3,5.5,52.04,33079.2,46648.05,1728.32
1,3.4,0.3,3.5,0.35,7,2.5,82.38,84265.31,108845.46,1993.16
1,3.4,0.3,3.5,0.35,7,4,51.49,52665.82,108845.46,1993.16
1,3.4,0.3,3.5,0.35,7,5.5,37.44,38302.41,108845.46,1993.16
1,3.4,0.3,3.5,0.35,11,2.5,60.76,95954.95,171042.86,2258.71
1,3.4,0.3,3.5,0.35,11,4,37.97,59971.84,171042.86,2258.71
1,3.4,0.3,3.5,0.35,11,5.5,27.62,43615.89,171042.86,2258.71
1,3.4,0.3,3.5,0.35,15,2.5,45.48,107677.56,233240.27,2522.55
1,3.4,0.3,3.5,0.35,15,4,28.43,67298.48,233240.27,2522.55
1,3.4,0.3,3.5,0.35,15,5.5,20.67,48944.35,233240.27,2522.55
1,3.4,0.3,3.5,0.5,3,2.5,78.73,90667.07,46648.05,2140.57
1,3.4,0.3,3.5,0.5,3,4,49.21,56666.92,46648.05,2140.57
1,3.4,0.3,3.5,0.5,3,5.5,35.79,41212.3,46648.05,2140.57
1,3.4,0.3,3.5,0.5,7,2.5,55.85,102391.16,108845.46,2408.46
1,3.4,0.3,3.5,0.5,7,4,34.91,63994.48,108845.46,2408.46
1,3.4,0.3,3.5,0.5,7,5.5,25.39,46541.44,108845.46,2408.46
1,3.4,0.3,3.5,0.5,11,2.5,40.02,114289.39,171042.86,2676.71
1,3.4,0.3,3.5,0.5,11,4,25.01,71430.87,171042.86,2676.71
1,3.4,0.3,3.5,0.5,11,5.5,18.19,51949.72,171042.86,2676.71
1,3.4,0.3,3.5,0.5,15,2.5,29.47,126133.67,233240.27,2942.78
1,3.4,0.3,3.5,0.5,15,4,18.42,78833.55,233240.27,2942.78
1,3.4,0.3,3.5,0.5,15,5.5,13.39,57333.49,233240.27,2942.78
1,3.4,0.3,3.5,0.65,3,2.5,60.05,108816.53,46648.05,2558.97
1,3.4,0.3,3.5,0.65,3,4,37.53,68010.33,46648.05,2558.97
1,3.4,0.3,3.5,0.65,3,5.5,27.29,49462.06,46648.05,2558.97
1,3.4,0.3,3.5,0.65,7,2.5,41.71,120690.92,108845.46,2828.77
1,3.4,0.3,3.5,0.65,7,4,26.07,75431.83,108845.46,2828.77
1,3.4,0.3,3.5,0.65,7,5.5,18.96,54859.51,108845.46,2828.77
1,3.4,0.3,3.5,0.65,11,2.5,29.27,132689.35,171042.86,3098.61
1,3.4,0.3,3.5,0.65,11,4,18.3,82930.84,171042.86,3098.61
1,3.4,0.3,3.5,0.65,11,5.5,13.31,60313.34,171042.86,3098.61
1,3.4,0.3,3.5,0.65,15,2.5,21.86,144581.23,233240.27,3366.22
1,3.4,0.3,3.5,0.65,15,4,13.66,90363.27,233240.27,3366.22
1,3.4,0.3,3.5,0.65,15,5.5,9.94,65718.74,233240.27,3366.22
1,3.4,0.3,3.5,0.8,3,2.5,44.06,133136.39,46648.05,3113.16
1,3.4,0.3,3.5,0.8,3,4,27.54,83210.25,46648.05,3113.16
1,3.4,0.3,3.5,0.8,3,5.5,20.03,60516.54,46648.05,3113.16
1,3.4,0.3,3.5,0.8,7,2.5,29.81,145159.85,108845.46,3385.72
1,3.4,0.3,3.5,0.8,7,4,18.63,90724.91,108845.46,3385.72
1,3.4,0.3,3.5,0.8,7,5.5,13.55,65981.75,108845.46,3385.72
1,3.4,0.3,3.5,0.8,11,2.5,20.69,157256.98,171042.86,3658.36
1,3.4,0.3,3.5,0.8,11,4,12.93,98285.61,171042.86,3658.36
1,3.4,0.3,3.5,0.8,11,5.5,9.4,71480.45,171042.86,3658.36
1,3.4,0.3,3.5,0.8,15,2.5,15.12,169161.45,233240.27,3927.81
1,3.4,0.3,3.5,0.8,15,4,9.45,105725.9,233240.27,3927.81
1,3.4,0.3,3.5,0.8,15,5.5,6.87,76891.57,233240.27,3927.81
1,3.4,0.3,4.5,0.05,3,2.5,341.68,47068.05,46648.05,1122.93
1,3.4,0.3,4.5,0.05,3,4,213.55,29417.53,46648.05,1122.93
1,3.4,0.3,4.5,0.05,3,5.5,155.31,21394.57,46648.05,1122.93
1,3.4,0.3,4.5,0.05,7,2.5,247.06,58070.63,108845.46,1383.74
1,3.4,0.3,4.5,0.05,7,4,154.41,36294.15,108845.46,1383.74
1,3.4,0.3,4.5,0.05,7,5.5,112.3,26395.74,108845.46,1383.74
1,3.4,0.3,4.5,0.05,11,2.5,185.78,69271.83,171042.86,1645.41
1,3.4,0.3,4.5,0.05,11,4,116.11,43294.89,171042.86,1645.41
1,3.4,0.3,4.5,0.05,11,5.5,84.44,31487.19,171042.86,1645.41
1,3.4,0.3,4.5,0.05,15,2.5,145.7,80586.93,233240.27,1905.69
1,3.4,0.3,4.5,0.05,15,4,91.06,50366.83,233240.27,1905.69
1,3.4,0.3,4.5,0.05,15,5.5,66.23,36630.42,233240.27,1905.69
1,3.4,0.3,4.5,0.2,3,2.5,164.7,63994.24,46648.05,1533.46
1,3.4,0.3,4.5,0.2,3,4,102.94,39996.4,46648.05,1533.46
1,3.4,0.3,4.5,0.2,3,5.5,74.86,29088.29,46648.05,1533.46
1,3.4,0.3,4.5,0.2,7,2.5,118.94,75232.44,108845.46,1795.91
1,3.4,0.3,4.5,0.2,7,4,74.34,47020.27,108845.46,1795.91
1,3.4,0.3,4.5,0.2,7,5.5,54.06,34196.56,108845.46,1795.91
1,3.4,0.3,4.5,0.2,11,2.5,89.53,86644.92,171042.86,2058.62
1,3.4,0.3,4.5,0.2,11,4,55.96,54153.08,171042.86,2058.62
1,3.4,0.3,4.5,0.2,11,5.5,40.69,39384.05,171042.86,2058.62
1,3.4,0.3,4.5,0.2,15,2.5,68.75,98133.59,233240.27,2320.37
1,3.4,0.3,4.5,0.2,15,4,42.97,61333.49,233240.27,2320.37
1,3.4,0.3,4.5,0.2,15,5.5,31.25,44606.18,233240.27,2320.37
1,3.4,0.3,4.5,0.35,3,2.5,107.36,81534.43,46648.05,1944.01
1,3.4,0.3,4.5,0.35,3,4,67.1,50959.02,46648.05,1944.01
1,3.4,0.3,4.5,0.35,3,5.5,48.8,37061.1,46648.05,1944.01
1,3.4,0.3,4.5,0.35,7,2.5,77.89,92988.12,108845.46,2209.31
1,3.4,0.3,4.5,0.35,7,4,48.68,58117.57,108845.46,2209.31
1,3.4,0.3,4.5,0.35,7,5.5,35.4,42267.33,108845.46,2209.31
1,3.4,0.3,4.5,0.35,11,2.5,57.14,104621.35,171042.86,2474.95
1,3.4,0.3,4.5,0.35,11,4,35.71,65388.35,171042.86,2474.95
1,3.4,0.3,4.5,0.35,11,5.5,25.97,47555.16,171042.86,2474.95
1,3.4,0.3,4.5,0.35,15,2.5,43.69,116276.55,233240.27,2739.18
1,3.4,0.3,4.5,0.35,15,4,27.31,72672.84,233240.27,2739.18
1,3.4,0.3,4.5,0.35,15,5.5,19.86,52852.98,233240.27,2739.18
1,3.4,0.3,4.5,0.5,3,2.5,79.95,98614.04,46648.05,2343.71
1,3.4,0.3,4.5,0.5,3,4,49.97,61633.77,46648.05,2343.71
1,3.4,0.3,4.5,0.5,3,5.5,36.34,44824.56,46648.05,2343.71
1,3.4,0.3,4.5,0.5,7,2.5,57.24,110244.85,108845.46,2611.45
1,3.4,0.3,4.5,0.5,7,4,35.77,68903.03,108845.46,2611.45
1,3.4,0.3,4.5,0.5,7,5.5,26.02,50111.29,108845.46,2611.45
1,3.4,0.3,4.5,0.5,11,2.5,41.75,122038.17,171042.86,2879.38
1,3.4,0.3,4.5,0.5,11,4,26.1,76273.85,171042.86,2879.38
1,3.4,0.3,4.5,0.5,11,5.5,18.98,55471.89,171042.86,2879.38
1,3.4,0.3,4.5,0.5,15,2.5,31.4,133773.11,233240.27,3145.07
1,3.4,0.3,4.5,0.5,15,4,19.63,83608.19,233240.27,3145.07
1,3.4,0.3,4.5,0.5,15,5.5,14.27,60805.96,233240.27,3145.07
1,3.4,0.3,4.5,0.65,3,2.5,63.8,116530.69,46648.05,2753.76
1,3.4,0.3,4.5,0.65,3,4,39.88,72831.68,46648.05,2753.76
1,3.4,0.3,4.5,0.65,3,5.5,29,52968.5,46648.05,2753.76
1,3.4,0.3,4.5,0.65,7,2.5,44.93,128308.22,108845.46,3023.44
1,3.4,0.3,4.5,0.65,7,4,28.08,80192.64,108845.46,3023.44
1,3.4,0.3,4.5,0.65,7,5.5,20.42,58321.92,108845.46,3023.44
1,3.4,0.3,4.5,0.65,11,2.5,32.71,140197.69,171042.86,3293.13
1,3.4,0.3,4.5,0.65,11,4,20.44,87623.55,171042.86,3293.13
1,3.4,0.3,4.5,0.65,11,5.5,14.87,63726.22,171042.86,3293.13
1,3.4,0.3,4.5,0.65,15,2.5,24.64,151952.1,233240.27,3559.69
1,3.4,0.3,4.5,0.65,15,4,15.4,94970.06,233240.27,3559.69
1,3.4,0.3,4.5,0.65,15,5.5,11.2,69069.14,233240.27,3559.69
1,3.4,0.3,4.5,0.8,3,2.5,52.55,134787.24,46648.05,3168.19
1,3.4,0.3,4.5,0.8,3,4,32.84,84242.02,46648.05,3168.19
1,3.4,0.3,4.5,0.8,3,5.5,23.88,61266.93,46648.05,3168.19
1,3.4,0.3,4.5,0.8,7,2.5,36.98,146697.22,108845.46,3439.75
1,3.4,0.3,4.5,0.8,7,4,23.11,91685.76,108845.46,3439.75
1,3.4,0.3,4.5,0.8,7,5.5,16.81,66680.55,108845.46,3439.75
1,3.4,0.3,4.5,0.8,11,2.5,26.36,158664.15,171042.86,3710.82
1,3.4,0.3,4.5,0.8,11,4,16.48,99165.09,171042.86,3710.82
1,3.4,0.3,4.5,0.8,11,5.5,11.98,72120.07,171042.86,3710.82
1,3.4,0.3,4.5,0.8,15,2.5,19.58,170437.82,233240.27,3978.3
1,3.4,0.3,4.5,0.8,15,4,12.24,106523.64,233240.27,3978.3
1,3.4,0.3,4.5,0.8,15,5.5,8.9,77471.73,233240.27,3978.3
1,3.4,0.3,5.5,0.05,3,2.5,395.42,47158.91,46648.05,1130.98
1,3.4,0.3,5.5,0.05,3,4,247.14,29474.32,46648.05,1130.98
1,3.4,0.3,5.5,0.05,3,5.5,179.74,21435.87,46648.05,1130.98
1,3.4,0.3,5.5,0.05,7,2.5,290.04,58044.97,108845.46,1389.58
1,3.4,0.3,5.5,0.05,7,4,181.28,36278.11,108845.46,1389.58
1,3.4,0.3,5.5,0.05,7,5.5,131.84,26384.08,108845.46,1389.58
1,3.4,0.3,5.5,0.05,11,2.5,220.7,69146.77,171042.86,1650.39
1,3.4,0.3,5.5,0.05,11,4,137.94,43216.73,171042.86,1650.39
1,3.4,0.3,5.5,0.05,11,5.5,100.32,31430.35,171042.86,1650.39
1,3.4,0.3,5.5,0.05,15,2.5,175.23,80353.45,233240.27,1909
1,3.4,0.3,5.5,0.05,15,4,109.52,50220.9,233240.27,1909
1,3.4,0.3,5.5,0.05,15,5.5,79.65,36524.29,233240.27,1909
1,3.4,0.3,5.5,0.2,3,2.5,191.94,64119.47,46648.05,1546.13
1,3.4,0.3,5.5,0.2,3,4,119.96,40074.67,46648.05,1546.13
1,3.4,0.3,5.5,0.2,3,5.5,87.25,29145.22,46648.05,1546.13
1,3.4,0.3,5.5,0.2,7,2.5,141.14,75233.51,108845.46,1807.94
1,3.4,0.3,5.5,0.2,7,4,88.21,47020.95,108845.46,1807.94
1,3.4,0.3,5.5,0.2,7,5.5,64.15,34197.05,108845.46,1807.94
1,3.4,0.3,5.5,0.2,11,2.5,107.11,86552.09,171042.86,2070.02
1,3.4,0.3,5.5,0.2,11,4,66.95,54095.06,171042.86,2070.02
1,3.4,0.3,5.5,0.2,11,5.5,48.69,39341.86,171042.86,2070.02
1,3.4,0.3,5.5,0.2,15,2.5,84.05,97930.61,233240.27,2330.52
1,3.4,0.3,5.5,0.2,15,4,52.53,61206.63,233240.27,2330.52
1,3.4,0.3,5.5,0.2,15,5.5,38.2,44513.91,233240.27,2330.52
1,3.4,0.3,5.5,0.35,3,2.5,124.89,81924.68,46648.05,1965.77
1,3.4,0.3,5.5,0.35,3,4,78.06,51202.92,46648.05,1965.77
1,3.4,0.3,5.5,0.35,3,5.5,56.77,37238.49,46648.05,1965.77
1,3.4,0.3,5.5,0.35,7,2.5,91.61,93272.56,108845.46,2230.29
1,3.4,0.3,5.5,0.35,7,4,57.25,58295.35,108845.46,2230.29
1,3.4,0.3,5.5,0.35,7,5.5,41.64,42396.62,108845.46,2230.29
1,3.4,0.3,5.5,0.35,11,2.5,68.97,104800.59,171042.86,2495.01
1,3.4,0.3,5.5,0.35,11,4,43.11,65500.37,171042.86,2495.01
1,3.4,0.3,5.5,0.35,11,5.5,31.35,47636.63,171042.86,2495.01
1,3.4,0.3,5.5,0.35,15,2.5,53.61,116332.18,233240.27,2758.07
1,3.4,0.3,5.5,0.35,15,4,33.51,72707.61,233240.27,2758.07
1,3.4,0.3,5.5,0.35,15,5.5,24.37,52878.27,233240.27,2758.07
1,3.4,0.3,5.5,0.5,3,2.5,92.9,99081.11,46648.05,2368.66
1,3.4,0.3,5.5,0.5,3,4,58.06,61925.7,46648.05,2368.66
1,3.4,0.3,5.5,0.5,3,5.5,42.23,45036.87,46648.05,2368.66
1,3.4,0.3,5.5,0.5,7,2.5,68.05,110602.97,108845.46,2635.45
1,3.4,0.3,5.5,0.5,7,4,42.53,69126.86,108845.46,2635.45
1,3.4,0.3,5.5,0.5,7,5.5,30.93,50274.08,108845.46,2635.45
1,3.4,0.3,5.5,0.5,11,2.5,50.8,122283.24,171042.86,2902.41
1,3.4,0.3,5.5,0.5,11,4,31.75,76427.02,171042.86,2902.41
1,3.4,0.3,5.5,0.5,11,5.5,23.09,55583.29,171042.86,2902.41
1,3.4,0.3,5.5,0.5,15,2.5,38.92,133901.59,233240.27,3166.66
1,3.4,0.3,5.5,0.5,15,4,24.33,83688.49,233240.27,3166.66
1,3.4,0.3,5.5,0.5,15,5.5,17.69,60864.36,233240.27,3166.66
1,3.4,0.3,5.5,0.65,3,2.5,74.46,116870.54,46648.05,2776.98
1,3.4,0.3,5.5,0.65,3,4,46.54,73044.09,46648.05,2776.98
1,3.4,0.3,5.5,0.65,3,5.5,33.85,53122.97,46648.05,2776.98
1,3.4,0.3,5.5,0.65,7,2.5,54.09,128524.34,108845.46,3045.56
1,3.4,0.3,5.5,0.65,7,4,33.8,80327.71,108845.46,3045.56
1,3.4,0.3,5.5,0.65,7,5.5,24.58,58420.15,108845.46,3045.56
1,3.4,0.3,5.5,0.65,11,2.5,39.9,140315.38,171042.86,3314.26
1,3.4,0.3,5.5,0.65,11,4,24.94,87697.11,171042.86,3314.26
1,3.4,0.3,5.5,0.65,11,5.5,18.14,63779.72,171042.86,3314.26
1,3.4,0.3,5.5,0.65,15,2.5,30.79,151954.03,233240.27,3579.34
1,3.4,0.3,5.5,0.65,15,4,19.24,94971.27,233240.27,3579.34
1,3.4,0.3,5.5,0.65,15,5.5,14,69070.01,233240.27,3579.34
1,3.4,0.3,5.5,0.8,3,2.5,62.89,133571.05,46648.05,3156.66
1,3.4,0.3,5.5,0.8,3,4,39.3,83481.91,46648.05,3156.66
1,3.4,0.3,5.5,0.8,3,5.5,28.59,60714.12,46648.05,3156.66
1,3.4,0.3,5.5,0.8,7,2.5,45.36,145338.06,108845.46,3426.69
1,3.4,0.3,5.5,0.8,7,4,28.35,90836.29,108845.46,3426.69
1,3.4,0.3,5.5,0.8,7,5.5,20.62,66062.75,108845.46,3426.69
1,3.4,0.3,5.5,0.8,11,2.5,33.54,157204.61,171042.86,3696.5
1,3.4,0.3,5.5,0.8,11,4,20.96,98252.88,171042.86,3696.5
1,3.4,0.3,5.5,0.8,11,5.5,15.24,71456.64,171042.86,3696.5
1,3.4,0.3,5.5,0.8,15,2.5,25.56,168851.96,233240.27,3962.25
1,3.4,0.3,5.5,0.8,15,4,15.97,105532.48,233240.27,3962.25
1,3.4,0.3,5.5,0.8,15,5.5,11.62,76750.89,233240.27,3962.25
1,3.4,0.5,1.5,0.05,3,2.5,96.7,59716.61,46648.05,1401.15
1,3.4,0.5,1.5,0.05,3,4,60.44,37322.88,46648.05,1401.15
1,3.4,0.5,1.5,0.05,3,5.5,43.95,27143.91,46648.05,1401.15
1,3.4,0.5,1.5,0.05,7,2.5,63.25,71330.7,108845.46,1673.43
1,3.4,0.5,1.5,0.05,7,4,39.53,44581.68,108845.46,1673.43
1,3.4,0.5,1.5,0.05,7,5.5,28.75,32423.04,108845.46,1673.43
1,3.4,0.5,1.5,0.05,11,2.5,43.4,83179.16,171042.86,1945.96
1,3.4,0.5,1.5,0.05,11,4,27.12,51986.98,171042.86,1945.96
1,3.4,0.5,1.5,0.05,11,5.5,19.73,37808.71,171042.86,1945.96
1,3.4,0.5,1.5,0.05,15,2.5,31.85,95182.75,233240.27,2215.12
1,3.4,0.5,1.5,0.05,15,4,19.91,59489.22,233240.27,2215.12
1,3.4,0.5,1.5,0.05,15,5.5,14.48,43264.89,233240.27,2215.12
1,3.4,0.5,1.5,0.2,3,2.5,47.3,75434.51,46648.05,1765.15
1,3.4,0.5,1.5,0.2,3,4,29.56,47146.57,46648.05,1765.15
1,3.4,0.5,1.5,0.2,3,5.5,21.5,34288.41,46648.05,1765.15
1,3.4,0.5,1.5,0.2,7,2.5,31.72,87340.68,108845.46,2036.92
1,3.4,0.5,1.5,0.2,7,4,19.83,54587.92,108845.46,2036.92
1,3.4,0.5,1.5,0.2,7,5.5,14.42,39700.31,108845.46,2036.92
1,3.4,0.5,1.5,0.2,11,2.5,21.62,99428.07,171042.86,2307.5
1,3.4,0.5,1.5,0.2,11,4,13.51,62142.54,171042.86,2307.5
1,3.4,0.5,1.5,0.2,11,5.5,9.83,45194.58,171042.86,2307.5
1,3.4,0.5,1.5,0.2,15,2.5,15.01,111573.93,233240.27,2576.3
1,3.4,0.5,1.5,0.2,15,4,9.38,69733.71,233240.27,2576.3
1,3.4,0.5,1.5,0.2,15,5.5,6.82,50715.42,233240.27,2576.3
1,3.4,0.5,1.5,0.35,3,2.5,31.98,90970.5,46648.05,2122.14
1,3.4,0.5,1.5,0.35,3,4,19.99,56856.56,46648.05,2122.14
1,3.4,0.5,1.5,0.35,3,5.5,14.54,41350.23,46648.05,2122.14
1,3.4,0.5,1.5,0.35,7,2.5,20.8,103089.1,108845.46,2395.45
1,3.4,0.5,1.5,0.35,7,4,13,64430.69,108845.46,2395.45
1,3.4,0.5,1.5,0.35,7,5.5,9.46,46858.68,108845.46,2395.45
1,3.4,0.5,1.5,0.35,11,2.5,13.7,115327.74,171042.86,2667.35
1,3.4,0.5,1.5,0.35,11,4,8.56,72079.84,171042.86,2667.35
